D11-00:00,0.52,0
D11-00:05,0.47,0
D11-00:10,0.43,0
D11-00:15,0.40,0
D11-00:20,0.38,0
D11-00:25,0.36,0
D11-00:30,0.34,0
D11-00:35,0.32,0
D11-00:40,0.31,0
D11-00:45,0.30,0
D11-00:50,0.29,0
D11-00:55,0.29,0
D11-01:00,0.29,0
D11-01:05,0.27,0
D11-01:10,0.26,0
D11-01:15,0.25,0
D11-01:20,0.24,0
D11-01:25,0.23,0
D11-01:30,0.22,0
D11-01:35,0.22,0
D11-01:40,0.21,0
D11-01:45,0.20,0
D11-01:50,0.19,0
D11-01:55,0.18,0
D11-02:00,0.18,0
D11-02:05,0.18,0
D11-02:10,0.17,0
D11-02:15,0.17,0
D11-02:20,0.17,0
D11-02:25,0.16,0
D11-02:30,0.16,0
D11-02:35,0.15,0
D11-02:40,0.15,0
D11-02:45,0.14,0
D11-02:50,0.14,0
D11-02:55,0.14,0
D11-03:00,0.14,0
D11-03:05,0.14,0
D11-03:10,0.14,0
D11-03:15,0.14,0
D11-03:20,0.13,0
D11-03:25,0.13,0
D11-03:30,0.13,0
D11-03:35,0.13,0
D11-03:40,0.13,0
D11-03:45,0.12,0
D11-03:50,0.13,0
D11-03:55,0.12,0
D11-04:00,0.12,0
D11-04:05,0.12,0
D11-04:10,0.13,0
D11-04:15,0.12,0
D11-04:20,0.12,0
D11-04:25,0.13,0
D11-04:30,0.13,0
D11-04:35,0.13,0
D11-04:40,0.13,0
D11-04:45,0.13,0
D11-04:50,0.13,0
D11-04:55,0.13,0
D11-05:00,0.14,0
D11-05:05,0.15,0
D11-05:10,0.15,0
D11-05:15,0.16,0
D11-05:20,0.16,0
D11-05:25,0.17,0
D11-05:30,0.18,0
D11-05:35,0.19,0
D11-05:40,0.20,0
D11-05:45,0.22,0
D11-05:50,0.23,0
D11-05:55,0.24,0
D11-06:00,0.26,0
D11-06:05,0.28,0
D11-06:10,0.30,0
D11-06:15,0.31,0
D11-06:20,0.33,0
D11-06:25,0.34,0
D11-06:30,0.35,0
D11-06:35,0.38,0
D11-06:40,0.38,0
D11-06:45,0.39,0
D11-06:50,0.39,0
D11-06:55,0.40,0
D11-07:00,0.41,0
D11-07:05,0.43,0
D11-07:10,0.44,0
D11-07:15,0.45,0
D11-07:20,0.45,0
D11-07:25,0.45,0
D11-07:30,0.45,0
D11-07:35,0.45,0
D11-07:40,0.45,0
D11-07:45,0.46,0
D11-07:50,0.46,0
D11-07:55,0.46,0
D11-08:00,0.46,0
D11-08:05,0.46,0
D11-08:10,0.47,0
D11-08:15,0.47,0
D11-08:20,0.47,0
D11-08:25,0.47,0
D11-08:30,0.47,0
D11-08:35,0.48,0
D11-08:40,0.47,0
D11-08:45,0.47,0
D11-08:50,0.49,0
D11-08:55,0.48,0
D11-09:00,0.49,0
D11-09:05,0.49,0
D11-09:10,0.49,1
D11-09:15,0.50,1
D11-09:20,0.50,1
D11-09:25,0.50,1
D11-09:30,0.51,1
D11-09:35,0.52,1
D11-09:40,0.60,1
D11-09:45,0.60,1
D11-09:50,0.60,1
D11-09:55,0.61,1
D11-10:00,0.61,1
D11-10:05,0.61,1
D11-10:10,0.62,1
D11-10:15,0.62,1
D11-10:20,0.62,1
D11-10:25,0.63,1
D11-10:30,0.63,1
D11-10:35,0.63,1
D11-10:40,0.64,1
D11-10:45,0.64,1
D11-10:50,0.64,1
D11-10:55,0.65,1
D11-11:00,0.65,1
D11-11:05,0.66,1
D11-11:10,0.67,1
D11-11:15,0.67,1
D11-11:20,0.68,1
D11-11:25,0.68,1
D11-11:30,0.68,1
D11-11:35,0.68,1
D11-11:40,0.69,1
D11-11:45,0.70,1
D11-11:50,0.72,1
D11-11:55,0.73,1
D11-12:00,0.74,1
D11-12:05,0.65,1
D11-12:10,0.67,1
D11-12:15,0.67,1
D11-12:20,0.69,1
D11-12:25,0.69,1
D11-12:30,0.70,1
D11-12:35,0.71,1
D11-12:40,0.71,1
D11-12:45,0.70,1
D11-12:50,0.69,1
D11-12:55,0.68,1
D11-13:00,0.69,1
D11-13:05,0.74,1
D11-13:10,0.76,1
D11-13:15,0.74,1
D11-13:20,0.72,1
D11-13:25,0.60,1
D11-13:30,0.61,1
D11-13:35,0.60,1
D11-13:40,0.59,1
D11-13:45,0.58,1
D11-13:50,0.59,1
D11-13:55,0.58,1
D11-14:00,0.58,1
D11-14:05,0.59,1
D11-14:10,0.63,1
D11-14:15,0.66,1
D11-14:20,0.67,1
D11-14:25,0.67,1
D11-14:30,0.63,1
D11-14:35,0.60,1
D11-14:40,0.57,1
D11-14:45,0.56,1
D11-14:50,0.54,1
D11-14:55,0.54,1
D11-15:00,0.53,1
D11-15:05,0.53,1
D11-15:10,0.52,1
D11-15:15,0.52,1
D11-15:20,0.54,1
D11-15:25,0.63,1
D11-15:30,0.66,1
D11-15:35,0.66,1
D11-15:40,0.65,1
D11-15:45,0.66,1
D11-15:50,0.65,1
D11-15:55,0.65,1
D11-16:00,0.64,1
D11-16:05,0.65,1
D11-16:10,0.67,1
D11-16:15,0.66,1
D11-16:20,0.67,1
D11-16:25,0.72,1
D11-16:30,0.79,1
D11-16:35,0.84,1
D11-16:40,0.85,1
D11-16:45,0.82,1
D11-16:50,0.82,1
D11-16:55,0.84,1
D11-17:00,0.84,1
D11-17:05,0.87,1
D11-17:10,0.84,1
D11-17:15,0.75,1
D11-17:20,0.72,1
D11-17:25,0.71,1
D11-17:30,0.69,1
D11-17:35,0.67,1
D11-17:40,0.66,1
D11-17:45,0.66,1
D11-17:50,0.66,1
D11-17:55,0.67,1
D11-18:00,0.70,1
D11-18:05,0.70,1
D11-18:10,0.73,1
D11-18:15,0.74,1
D11-18:20,0.73,1
D11-18:25,0.75,1
D11-18:30,0.74,1
D11-18:35,0.57,1
D11-18:40,0.57,1
D11-18:45,0.57,1
D11-18:50,0.57,1
D11-18:55,0.60,1
D11-19:00,0.65,1
D11-19:05,0.67,1
D11-19:10,0.69,1
D11-19:15,0.67,1
D11-19:20,0.64,1
D11-19:25,0.62,1
D11-19:30,0.62,1
D11-19:35,0.62,1
D11-19:40,0.63,1
D11-19:45,0.63,1
D11-19:50,0.62,1
D11-19:55,0.63,1
D11-20:00,0.64,1
D11-20:05,0.67,1
D11-20:10,0.69,1
D11-20:15,0.70,1
D11-20:20,0.72,1
D11-20:25,0.71,1
D11-20:30,0.71,1
D11-20:35,0.58,1
D11-20:40,0.58,1
D11-20:45,0.60,1
D11-20:50,0.60,1
D11-20:55,0.61,1
D11-21:00,0.61,1
D11-21:05,0.61,1
D11-21:10,0.61,1
D11-21:15,0.62,1
D11-21:20,0.62,1
D11-21:25,0.63,1
D11-21:30,0.64,1
D11-21:35,0.63,1
D11-21:40,0.61,1
D11-21:45,0.62,1
D11-21:50,0.63,1
D11-21:55,0.62,1
D11-22:00,0.61,1
D11-22:05,0.61,1
D11-22:10,0.60,1
D11-22:15,0.60,1
D11-22:20,0.59,1
D11-22:25,0.58,1
D11-22:30,0.57,1
D11-22:35,0.58,1
D11-22:40,0.56,1
D11-22:45,0.55,1
D11-22:50,0.53,1
D11-22:55,0.53,1
D11-23:00,0.52,1
D11-23:05,0.51,1
D11-23:10,0.50,1
D11-23:15,0.49,1
D11-23:20,0.47,1
D11-23:25,0.46,1
D11-23:30,0.43,1
D11-23:35,0.60,1
D11-23:40,0.62,1
D11-23:45,0.60,1
D11-23:50,0.65,1
D11-23:55,0.70,1
D12-00:00,0.69,1
D12-00:05,0.65,1
D12-00:10,0.56,1
D12-00:15,0.47,1
D12-00:20,0.42,0
D12-00:25,0.39,0
D12-00:30,0.36,0
D12-00:35,0.34,0
D12-00:40,0.32,0
D12-00:45,0.30,0
D12-00:50,0.29,0
D12-00:55,0.29,0
D12-01:00,0.28,0
D12-01:05,0.28,0
D12-01:10,0.27,0
D12-01:15,0.26,0
D12-01:20,0.24,0
D12-01:25,0.23,0
D12-01:30,0.22,0
D12-01:35,0.21,0
D12-01:40,0.20,0
D12-01:45,0.19,0
D12-01:50,0.18,0
D12-01:55,0.17,0
D12-02:00,0.16,0
D12-02:05,0.16,0
D12-02:10,0.16,0
D12-02:15,0.15,0
D12-02:20,0.15,0
D12-02:25,0.14,0
D12-02:30,0.14,0
D12-02:35,0.14,0
D12-02:40,0.13,0
D12-02:45,0.13,0
D12-02:50,0.12,0
D12-02:55,0.12,0
D12-03:00,0.12,0
D12-03:05,0.11,0
D12-03:10,0.11,0
D12-03:15,0.11,0
D12-03:20,0.11,0
D12-03:25,0.10,0
D12-03:30,0.10,0
D12-03:35,0.10,0
D12-03:40,0.10,0
D12-03:45,0.10,0
D12-03:50,0.10,0
D12-03:55,0.10,0
D12-04:00,0.09,0
D12-04:05,0.10,0
D12-04:10,0.10,0
D12-04:15,0.10,0
D12-04:20,0.10,0
D12-04:25,0.10,0
D12-04:30,0.10,0
D12-04:35,0.10,0
D12-04:40,0.10,0
D12-04:45,0.11,0
D12-04:50,0.11,0
D12-04:55,0.11,0
D12-05:00,0.11,0
D12-05:05,0.12,0
D12-05:10,0.13,0
D12-05:15,0.14,0
D12-05:20,0.14,0
D12-05:25,0.15,0
D12-05:30,0.16,0
D12-05:35,0.17,0
D12-05:40,0.19,0
D12-05:45,0.21,0
D12-05:50,0.21,0
D12-05:55,0.24,0
D12-06:00,0.25,0
D12-06:05,0.28,0
D12-06:10,0.31,0
D12-06:15,0.32,0
D12-06:20,0.34,0
D12-06:25,0.35,0
D12-06:30,0.37,0
D12-06:35,0.40,0
D12-06:40,0.41,0
D12-06:45,0.42,0
D12-06:50,0.43,0
D12-06:55,0.44,0
D12-07:00,0.45,0
D12-07:05,0.47,0
D12-07:10,0.47,0
D12-07:15,0.48,0
D12-07:20,0.48,0
D12-07:25,0.49,0
D12-07:30,0.49,0
D12-07:35,0.50,0
D12-07:40,0.50,0
D12-07:45,0.50,0
D12-07:50,0.51,0
D12-07:55,0.51,0
D12-08:00,0.50,0
D12-08:05,0.51,0
D12-08:10,0.52,0
D12-08:15,0.51,0
D12-08:20,0.52,0
D12-08:25,0.52,0
D12-08:30,0.51,0
D12-08:35,0.53,0
D12-08:40,0.53,0
D12-08:45,0.53,0
D12-08:50,0.53,0
D12-08:55,0.54,0
D12-09:00,0.54,0
D12-09:05,0.55,0
D12-09:10,0.54,0
D12-09:15,0.55,0
D12-09:20,0.55,0
D12-09:25,0.55,0
D12-09:30,0.55,0
D12-09:35,0.56,0
D12-09:40,0.55,0
D12-09:45,0.56,0
D12-09:50,0.56,0
D12-09:55,0.57,0
D12-10:00,0.57,0
D12-10:05,0.57,0
D12-10:10,0.58,0
D12-10:15,0.58,0
D12-10:20,0.58,0
D12-10:25,0.58,0
D12-10:30,0.60,0
D12-10:35,0.60,0
D12-10:40,0.60,0
D12-10:45,0.60,0
D12-10:50,0.61,0
D12-10:55,0.61,0
D12-11:00,0.63,0
D12-11:05,0.64,0
D12-11:10,0.64,0
D12-11:15,0.65,0
D12-11:20,0.65,0
D12-11:25,0.66,0
D12-11:30,0.66,0
D12-11:35,0.67,0
D12-11:40,0.66,0
D12-11:45,0.67,0
D12-11:50,0.69,0
D12-11:55,0.70,0
D12-12:00,0.70,0
D12-12:05,0.62,0
D12-12:10,0.63,0
D12-12:15,0.64,0
D12-12:20,0.64,0
D12-12:25,0.66,0
D12-12:30,0.67,0
D12-12:35,0.67,0
D12-12:40,0.67,0
D12-12:45,0.66,0
D12-12:50,0.66,0
D12-12:55,0.64,0
D12-13:00,0.65,0
D12-13:05,0.69,0
D12-13:10,0.71,0
D12-13:15,0.69,0
D12-13:20,0.69,0
D12-13:25,0.68,0
D12-13:30,0.67,0
D12-13:35,0.66,0
D12-13:40,0.66,0
D12-13:45,0.64,0
D12-13:50,0.65,0
D12-13:55,0.64,0
D12-14:00,0.63,0
D12-14:05,0.64,0
D12-14:10,0.65,0
D12-14:15,0.63,0
D12-14:20,0.63,0
D12-14:25,0.62,0
D12-14:30,0.62,0
D12-14:35,0.61,0
D12-14:40,0.61,0
D12-14:45,0.61,0
D12-14:50,0.61,0
D12-14:55,0.60,0
D12-15:00,0.61,0
D12-15:05,0.61,0
D12-15:10,0.62,0
D12-15:15,0.60,0
D12-15:20,0.60,0
D12-15:25,0.60,0
D12-15:30,0.60,0
D12-15:35,0.60,0
D12-15:40,0.61,0
D12-15:45,0.60,0
D12-15:50,0.60,0
D12-15:55,0.61,0
D12-16:00,0.61,0
D12-16:05,0.61,0
D12-16:10,0.62,0
D12-16:15,0.63,0
D12-16:20,0.64,0
D12-16:25,0.63,0
D12-16:30,0.63,0
D12-16:35,0.63,0
D12-16:40,0.63,0
D12-16:45,0.64,0
D12-16:50,0.65,0
D12-16:55,0.63,0
D12-17:00,0.63,0
D12-17:05,0.63,0
D12-17:10,0.64,0
D12-17:15,0.64,0
D12-17:20,0.65,0
D12-17:25,0.66,0
D12-17:30,0.66,0
D12-17:35,0.65,0
D12-17:40,0.65,0
D12-17:45,0.66,0
D12-17:50,0.66,0
D12-17:55,0.66,0
D12-18:00,0.67,0
D12-18:05,0.67,0
D12-18:10,0.67,0
D12-18:15,0.67,0
D12-18:20,0.68,0
D12-18:25,0.67,0
D12-18:30,0.68,0
D12-18:35,0.52,0
D12-18:40,0.52,0
D12-18:45,0.53,0
D12-18:50,0.54,0
D12-18:55,0.53,0
D12-19:00,0.54,0
D12-19:05,0.54,0
D12-19:10,0.56,0
D12-19:15,0.56,0
D12-19:20,0.57,0
D12-19:25,0.58,0
D12-19:30,0.57,0
D12-19:35,0.59,0
D12-19:40,0.62,0
D12-19:45,0.66,0
D12-19:50,0.70,0
D12-19:55,0.71,0
D12-20:00,0.71,0
D12-20:05,0.68,0
D12-20:10,0.66,0
D12-20:15,0.66,0
D12-20:20,0.65,0
D12-20:25,0.65,0
D12-20:30,0.65,0
D12-20:35,0.64,0
D12-20:40,0.65,0
D12-20:45,0.68,0
D12-20:50,0.69,0
D12-20:55,0.70,0
D12-21:00,0.71,0
D12-21:05,0.71,0
D12-21:10,0.73,0
D12-21:15,0.73,0
D12-21:20,0.74,0
D12-21:25,0.74,0
D12-21:30,0.74,0
D12-21:35,0.73,0
D12-21:40,0.72,0
D12-21:45,0.73,0
D12-21:50,0.72,0
D12-21:55,0.73,0
D12-22:00,0.74,0
D12-22:05,0.74,0
D12-22:10,0.72,0
D12-22:15,0.72,0
D12-22:20,0.71,0
D12-22:25,0.69,0
D12-22:30,0.67,0
D12-22:35,0.63,0
D12-22:40,0.65,0
D12-22:45,0.59,0
D12-22:50,0.62,0
D12-22:55,0.60,0
D12-23:00,0.59,0
D12-23:05,0.58,0
D12-23:10,0.58,0
D12-23:15,0.55,0
D12-23:20,0.54,0
D12-23:25,0.51,0
D12-23:30,0.48,0
D12-23:35,0.57,0
D12-23:40,0.58,0
D12-23:45,0.55,0
D12-23:50,0.53,0
D12-23:55,0.51,0
